City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,Caucaia,-3.7361,-38.6531,82.35,76,75,14.97,BR,2022-09-24 10:4817
299,Carnarvon,-24.8667,113.6333,67.59,74,0,20.11,AU,2022-09-24 10:4818
300,Cockburn Town,21.4612,-71.1419,82.56,78,12,14.45,TC,2022-09-24 10:4338
301,Husavik,66.0449,-17.3389,51.71,79,100,21.07,IS,2022-09-24 10:4818
302,Kavieng,-2.5744,150.7967,82.42,73,55,13.78,PG,2022-09-24 10:4819
303,Kimbe,-5.5502,150.1429,77.13,89,37,3.2,PG,2022-09-24 10:4819
304,Barcelos,41.5388,-8.6151,68.92,43,0,11.14,PT,2022-09-24 10:4819
305,Ilebo,-4.3167,20.5833,93.09,42,73,3.87,CD,2022-09-24 10:4820
306,Muros,42.7762,-9.0603,67.08,61,1,13.09,ES,2022-09-24 10:4820
307,Youkounkoun,12.5333,-13.1333,83.39,75,94,2.06,GN,2022-09-24 10:4821
308,Zaltan,32.947,11.8665,79.09,48,75,14.61,LY,2022-09-24 10:4821
309,Mabaruma,8.2,-59.7833,74.28,98,50,2.1,GY,2022-09-24 10:4822
310,Grants Pass,42.439,-123.3284,56.71,83,0,0.0,US,2022-09-24 10:4435
311,Maragogi,-9.0122,-35.2225,77.77,75,39,9.93,BR,2022-09-24 10:4922
312,Flinders,-34.5833,150.8552,59.18,88,93,4.0,AU,2022-09-24 10:4923
313,Haines Junction,60.7522,-137.5108,44.55,61,57,6.91,CA,2022-09-24 10:4923
314,Naze,28.3667,129.4833,77.92,81,34,9.6,JP,2022-09-24 10:4924
315,Sacramento,38.4666,-121.3177,71.98,83,0,5.75,US,2022-09-24 10:4626
316,Walvis Bay,-22.9575,14.5053,65.35,59,0,6.91,NA,2022-09-24 10:4924
317,Brigantine,39.4101,-74.3646,51.01,80,0,8.99,US,2022-09-24 10:4925
318,Ambilobe,-13.2,49.05,86.11,43,86,14.05,MG,2022-09-24 10:4925
319,Riyadh,24.6877,46.7219,102.34,9,1,10.87,SA,2022-09-24 10:4926
320,Xocali,39.913,46.7903,84.11,35,0,7.74,AZ,2022-09-24 10:4926
321,Faanui,-16.4833,-151.75,76.91,78,9,19.69,PF,2022-09-24 10:4926
322,Ural,55.9078,94.7464,41.95,60,87,8.59,RU,2022-09-24 10:4927
323,Paamiut,61.994,-49.6678,40.23,98,100,22.19,GL,2022-09-24 10:4927
324,Bairiki,1.3292,172.9752,80.6,83,20,11.5,KI,2022-09-24 10:4928
325,Tautira,-17.7333,-149.15,75.56,79,34,19.1,PF,2022-09-24 10:4928
326,Kasongo-Lunda,-6.4667,16.8167,90.95,43,98,5.41,CD,2022-09-24 10:4928
327,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,71.4,96,28,1.32,BR,2022-09-24 10:4929
328,Lasa,46.6166,10.7002,54.48,89,100,5.23,IT,2022-09-24 10:4929
329,Harper,4.375,-7.7169,79.63,78,100,6.44,LR,2022-09-24 10:4930
330,Mehamn,71.0357,27.8492,51.75,71,20,18.41,NO,2022-09-24 10:4930
331,Clyde River,70.4692,-68.5914,23.23,74,0,5.75,CA,2022-09-24 10:4931
332,Maryborough,-25.5333,152.7,64.89,65,0,3.06,AU,2022-09-24 10:4931
333,Ibra,22.6906,58.5334,103.53,13,98,5.14,OM,2022-09-24 10:4932
334,Eureka,40.8021,-124.1637,55.92,89,1,1.01,US,2022-09-24 10:4538
335,Vilela,41.2251,-7.6034,63.32,41,7,6.76,PT,2022-09-24 10:4932
336,Maniitsoq,65.4167,-52.9,36.88,77,91,29.66,GL,2022-09-24 10:4933
337,Bom Despacho,-19.7364,-45.2522,70.48,29,59,5.75,BR,2022-09-24 10:4933
338,Dauriya,49.9333,116.8667,47.84,85,99,10.42,RU,2022-09-24 10:4933
339,Muravlenko,63.7898,74.523,36.36,80,100,10.76,RU,2022-09-24 10:4934
340,Launceston,-41.45,147.1667,49.6,83,75,10.36,AU,2022-09-24 10:4719
341,Raub,3.7899,101.857,78.01,88,76,3.76,MY,2022-09-24 10:4934
342,Tecoanapa,16.5167,-98.75,77.13,86,70,3.38,MX,2022-09-24 10:4935
343,Scarborough,54.2797,-0.4044,62.78,75,64,8.01,GB,2022-09-24 10:4935
344,Camalu,30.85,-116.0667,72.88,69,8,4.65,MX,2022-09-24 10:4936
345,Sorland,67.667,12.6934,55.26,83,33,12.77,NO,2022-09-24 10:4936
346,Pingzhuang,42.0372,119.2889,63.55,16,63,7.23,CN,2022-09-24 10:4936
347,Nanortalik,60.1432,-45.2371,46.92,99,100,14.9,GL,2022-09-24 10:4937
348,Finschhafen,-6.6024,147.8681,79.72,80,58,3.2,PG,2022-09-24 10:4937
349,Smithers,54.7804,-127.1743,44.92,81,75,4.61,CA,2022-09-24 10:4938
350,Tamiahua,21.2667,-97.45,73.08,88,37,4.61,MX,2022-09-24 10:4938
351,Stokmarknes,68.5646,14.9108,51.78,87,75,4.61,NO,2022-09-24 10:4939
352,Tamandare,-8.7597,-35.1047,77.94,74,67,8.97,BR,2022-09-24 10:4939
353,Kawalu,-7.3817,108.2082,74.17,95,93,3.27,ID,2022-09-24 10:4939
354,Koslan,63.4564,48.8989,47.48,44,63,11.65,RU,2022-09-24 10:4940
355,Agucadoura,41.4318,-8.7804,69.31,53,1,16.06,PT,2022-09-24 10:4940
356,Aden,12.7794,45.0367,89.22,64,53,11.68,YE,2022-09-24 10:4941
357,La Ronge,55.1001,-105.2842,46.62,87,20,5.75,CA,2022-09-24 10:4941
358,Saint Joseph,39.7686,-94.8466,54.55,97,100,0.0,US,2022-09-24 10:4444
359,Kiama,-34.6833,150.8667,59.38,91,92,1.01,AU,2022-09-24 10:5042
360,Mao,39.8885,4.2658,77.56,65,20,4.61,ES,2022-09-24 10:5042
361,Sinnamary,5.3833,-52.95,79.74,75,30,4.29,GF,2022-09-24 10:5043
362,Mayo,38.8876,-76.5119,53.55,80,0,3.44,US,2022-09-24 10:5043
363,Suhbaatar,50.2314,106.2078,46.35,87,56,3.04,MN,2022-09-24 10:5044
364,Lorengau,-2.0226,147.2712,81.77,77,93,6.96,PG,2022-09-24 10:5044
365,Gazojak,41.1875,61.4036,94.06,9,3,5.12,TM,2022-09-24 10:5044
366,Camacha,33.0833,-16.3333,71.02,64,40,12.66,PT,2022-09-24 10:5045
367,Neiafu,-18.65,-173.9833,77.36,80,61,19.53,TO,2022-09-24 10:5045
368,Bima,-8.4667,118.7167,79.77,82,58,4.63,ID,2022-09-24 10:5046
369,Batagay-Alyta,67.8006,130.4114,25.25,76,83,2.8,RU,2022-09-24 10:5046
370,Mount Gambier,-37.8333,140.7667,41.95,76,26,5.93,AU,2022-09-24 10:5046
371,Scottsboro,34.6723,-86.0341,59.52,81,1,1.79,US,2022-09-24 10:4900
372,La Romana,18.4273,-68.9728,77.76,88,100,6.87,DO,2022-09-24 10:5047
373,Narsaq,60.9167,-46.05,46.74,99,100,9.22,GL,2022-09-24 10:5047
374,Cairns,-16.9167,145.7667,76.95,81,40,2.3,AU,2022-09-24 10:5048
375,Cherskiy,68.75,161.3,30.0,85,40,8.1,RU,2022-09-24 10:5048
376,Srednekolymsk,67.45,153.6833,34.39,84,99,4.88,RU,2022-09-24 10:5049
377,San Quintin,30.4833,-115.95,71.49,78,8,7.07,MX,2022-09-24 10:5049
378,Wadi Maliz,36.4681,8.5495,80.26,34,52,10.87,TN,2022-09-24 10:5050
379,Shubarshi,48.5872,57.1869,87.73,15,36,9.82,KZ,2022-09-24 10:5050
380,Makakilo City,21.3469,-158.0858,79.12,82,40,4.61,US,2022-09-24 10:5051
381,Galveston,29.3669,-94.9669,81.97,86,0,6.91,US,2022-09-24 10:5051
382,Champa,22.05,82.65,83.73,74,81,6.24,IN,2022-09-24 10:5051
383,Aquiraz,-3.9014,-38.3911,82.49,77,100,11.16,BR,2022-09-24 10:5052
384,Tiarei,-17.5333,-149.3333,77.02,79,22,20.33,PF,2022-09-24 10:5052
385,Inta,66.0317,60.1659,38.43,66,91,8.3,RU,2022-09-24 10:5053
386,Ler,8.3018,30.1418,89.15,55,67,3.27,SS,2022-09-24 10:5053
387,Odweyne,9.4092,45.064,88.68,26,95,3.96,SO,2022-09-24 10:5054
388,Muncar,-8.4333,114.3333,78.51,85,79,5.53,ID,2022-09-24 10:5054
389,Khvorostyanka,52.6096,48.9597,66.04,40,2,15.21,RU,2022-09-24 10:5054
390,Iskateley,67.6803,53.1512,43.54,55,57,10.54,RU,2022-09-24 10:5055
391,Rochester,43.1548,-77.6156,47.08,92,0,5.75,US,2022-09-24 10:4821
392,Mpika,-11.8343,31.4529,82.96,17,99,11.48,ZM,2022-09-24 10:5056
393,Tondano,1.3038,124.9112,71.69,94,85,2.42,ID,2022-09-24 10:5056
394,Sangar,63.9242,127.4739,33.69,96,100,18.88,RU,2022-09-24 10:5056
395,Dashitou,43.3067,128.5114,46.6,90,9,5.14,CN,2022-09-24 10:5057
396,Athabasca,54.7169,-113.2854,39.61,69,43,10.04,CA,2022-09-24 10:5057
397,Turkistan,43.0,68.0,93.0,8,0,2.71,KZ,2022-09-24 10:5058
398,Qingdao,36.0986,120.3719,67.6,45,0,4.47,CN,2022-09-24 10:5058
399,Puerto El Triunfo,13.2833,-88.55,75.63,88,100,3.4,SV,2022-09-24 10:5058
400,Markova,48.6758,24.4138,56.57,48,84,8.57,UA,2022-09-24 10:5059
401,Saint Anthony,45.0205,-93.218,55.33,93,100,8.05,US,2022-09-24 10:5059
402,Vengerovo,55.6848,76.7471,71.04,37,100,9.86,RU,2022-09-24 10:5100
403,Khandyga,62.6667,135.6,34.45,89,100,7.67,RU,2022-09-24 10:5100
404,Coihaique,-45.5752,-72.0662,44.55,65,100,6.91,CL,2022-09-24 10:4819
405,Eskil,38.4017,33.4131,62.11,43,61,5.01,TR,2022-09-24 10:5101
406,Concordia,-31.393,-58.0209,41.07,100,20,5.75,AR,2022-09-24 10:5101
407,Takaka,-40.85,172.8,57.56,94,77,2.37,NZ,2022-09-24 10:5202
408,Salalah,17.0151,54.0924,83.77,73,63,9.75,OM,2022-09-24 10:5202
409,Biograd Na Moru,43.9433,15.4519,70.75,50,98,13.56,HR,2022-09-24 10:5202
410,Shingu,33.7333,135.9833,71.78,84,16,6.44,JP,2022-09-24 10:5203
411,Goderich,43.7501,-81.7165,48.9,81,92,8.05,CA,2022-09-24 10:5203
412,Katsuura,35.1333,140.3,77.95,91,29,9.69,JP,2022-09-24 10:5204
413,Oktyabrskoye,43.0645,44.7417,53.74,94,100,8.95,RU,2022-09-24 10:4817
414,Ahipara,-35.1667,173.1667,56.12,78,69,7.61,NZ,2022-09-24 10:5205
415,Olafsvik,64.8945,-23.7142,51.42,96,100,23.6,IS,2022-09-24 10:5205
416,Cayenne,4.9333,-52.3333,75.24,100,0,2.3,GF,2022-09-24 10:5206
417,Khed Brahma,24.0333,73.05,86.86,55,85,12.5,IN,2022-09-24 10:5206
418,Isangel,-19.55,169.2667,76.3,86,7,6.96,VU,2022-09-24 10:5207
419,Khurai,24.0436,78.3319,81.66,74,100,13.35,IN,2022-09-24 10:5207
420,Texarkana,33.4251,-94.0477,73.83,83,0,3.44,US,2022-09-24 10:5030
421,Harstad,68.799,16.5293,52.3,99,100,5.01,NO,2022-09-24 10:5208
422,Santa Cruz,-17.8,-63.1667,66.25,63,75,3.44,BO,2022-09-24 10:5208
423,Udachnyy,66.4167,112.4,30.45,86,100,12.21,RU,2022-09-24 10:5108
424,Fonte Boa,-2.4959,-66.2662,71.96,97,100,0.58,BR,2022-09-24 10:5209
425,Plettenberg Bay,-34.0527,23.3716,66.36,55,100,7.02,ZA,2022-09-24 10:5209
426,Greece,43.2098,-77.6931,47.35,91,0,5.75,US,2022-09-24 10:4854
427,Bengkulu,-3.8004,102.2655,77.83,83,73,3.96,ID,2022-09-24 10:5210
428,Abu Dhabi,24.4667,54.3667,100.42,39,1,12.66,AE,2022-09-24 10:5210
429,Mikhaylovka,50.06,43.2379,60.78,42,65,15.66,RU,2022-09-24 10:5211
430,Bako,5.7833,36.5667,83.91,33,100,2.06,ET,2022-09-24 10:5211
431,Taiyuan,37.8694,112.5603,62.46,45,0,4.47,CN,2022-09-24 10:5131
432,Marshall,34.3834,-86.3333,62.31,83,0,0.0,US,2022-09-24 10:5212
433,Meulaboh,4.1363,96.1285,79.47,80,100,6.82,ID,2022-09-24 10:5213
434,Arlit,18.7369,7.3853,101.82,10,75,8.48,NE,2022-09-24 10:5213
435,Dondo,-19.6094,34.7431,83.71,32,6,15.48,MZ,2022-09-24 10:5214
436,Wundanyi,-3.4019,38.364,72.32,50,95,12.08,KE,2022-09-24 10:5214
437,Millerovo,48.9226,40.3967,62.76,39,61,13.13,RU,2022-09-24 10:5215
438,Fatezh,52.0891,35.8632,51.78,71,86,15.17,RU,2022-09-24 10:5215
439,Urumqi,43.801,87.6005,81.55,10,0,4.47,CN,2022-09-24 10:5216
440,Envira,-7.3,-70.2167,71.85,96,100,1.97,BR,2022-09-24 10:5216
441,Meadow Lake,34.8014,-106.5436,63.39,49,27,4.43,US,2022-09-24 10:5216
442,Cap Malheureux,-19.9842,57.6142,75.47,65,2,13.0,MU,2022-09-24 10:5217
443,Zvishavane,-20.3267,30.0665,89.67,16,0,11.72,ZW,2022-09-24 10:5218
444,Itiuba,-10.6917,-39.8536,76.82,72,31,5.99,BR,2022-09-24 10:5218
445,Baykit,61.67,96.37,37.17,86,99,5.35,RU,2022-09-24 10:5218
446,Mount Pleasant,32.7941,-79.8626,61.99,91,0,3.44,US,2022-09-24 10:5219
447,Olinda,-8.0089,-34.8553,80.33,65,40,5.75,BR,2022-09-24 10:4724
448,Gondar,12.6,37.4667,68.59,63,77,2.59,ET,2022-09-24 10:5220
449,Ewo,-0.8725,14.8206,88.66,52,85,3.44,CG,2022-09-24 10:5220
450,Horana,6.7166,80.0619,83.79,66,42,8.34,LK,2022-09-24 10:5220
451,Myitkyina,25.3833,97.4,77.4,90,89,3.24,MM,2022-09-24 10:5321
452,Boyolangu,-8.1181,111.8935,77.13,87,86,6.4,ID,2022-09-24 10:5321
453,Samoded,63.6083,40.5111,47.34,80,100,10.36,RU,2022-09-24 10:5322
454,Soligalich,59.0778,42.2864,49.53,96,100,12.84,RU,2022-09-24 10:5322
455,Sumbe,-11.2061,13.8437,74.75,80,53,8.3,AO,2022-09-24 10:5323
456,Itaocara,-21.6692,-42.0761,65.34,82,100,1.97,BR,2022-09-24 10:5323
457,Naryan-Mar,67.6713,53.087,43.61,55,54,10.54,RU,2022-09-24 10:5323
458,Berwick,41.0545,-76.2333,45.37,96,58,3.71,US,2022-09-24 10:4934
459,Syracuse,37.0881,15.2792,76.59,44,0,7.76,IT,2022-09-24 10:5324
460,Qui Nhon,13.7667,109.2333,79.84,82,100,1.03,VN,2022-09-24 10:5324
461,Thinadhoo,0.5333,72.9333,83.32,67,100,8.77,MV,2022-09-24 10:5325
462,Thunder Bay,48.4001,-89.3168,51.78,93,100,3.44,CA,2022-09-24 10:5325
463,North Bend,43.4065,-124.2243,53.85,99,75,3.44,US,2022-09-24 10:5326
464,Gari,59.4307,62.3497,55.71,63,86,10.98,RU,2022-09-24 10:5326
465,Jian,27.1172,114.9793,79.86,48,6,8.79,CN,2022-09-24 10:5326
466,Sioux Lookout,50.1001,-91.917,51.87,87,100,6.91,CA,2022-09-24 10:5327
467,Lodja,-3.4833,23.4333,84.09,56,98,3.33,CD,2022-09-24 10:5327
468,Deputatskiy,69.3,139.9,24.1,97,100,3.38,RU,2022-09-24 10:5328
469,Antofagasta,-23.65,-70.4,58.28,77,13,1.68,CL,2022-09-24 10:5248
470,Sakakah,29.9697,40.2064,96.37,14,0,3.96,SA,2022-09-24 10:5328
471,Eustis,28.8528,-81.6853,75.25,88,29,5.99,US,2022-09-24 10:5329
472,Sechura,-5.5569,-80.8222,60.55,90,87,9.84,PE,2022-09-24 10:5329
473,Unecha,52.8459,32.6739,50.74,78,100,13.96,RU,2022-09-24 10:5330
474,Coquimbo,-29.9533,-71.3436,55.13,87,100,2.3,CL,2022-09-24 10:5330
475,Stephenville,32.2207,-98.2023,76.19,67,0,3.0,US,2022-09-24 10:5331
476,Andenes,69.3143,16.1194,51.93,93,75,8.05,NO,2022-09-24 10:5331
477,Zeerust,-25.5369,26.0751,88.05,22,0,14.9,ZA,2022-09-24 10:5331
478,Nuuk,64.1835,-51.7216,36.88,86,100,11.99,GL,2022-09-24 10:5332
479,Asyut,27.181,31.1837,102.38,13,0,11.81,EG,2022-09-24 10:5332
480,Nueva Gerona,21.8833,-82.8,81.63,76,5,6.91,CU,2022-09-24 10:5333
481,Copiapo,-27.3667,-70.3333,51.49,64,78,2.46,CL,2022-09-24 10:5333
482,Chokwe,-24.5333,32.9833,90.99,36,8,2.89,MZ,2022-09-24 10:5333
483,Chapais,49.7834,-74.8492,33.58,95,1,4.72,CA,2022-09-24 10:5334
484,Zhangye,38.9342,100.4517,69.4,14,34,5.37,CN,2022-09-24 10:5334
485,Salinas,36.6777,-121.6555,68.72,94,0,0.0,US,2022-09-24 10:5335
486,Saeby,57.3319,10.5225,61.97,61,6,5.5,DK,2022-09-24 10:5335
487,Okha,53.5739,142.9478,50.47,97,100,23.2,RU,2022-09-24 10:5335
488,Nishihara,26.1842,127.7558,81.68,83,75,12.66,JP,2022-09-24 10:5336
489,Soyo,-6.1349,12.3689,75.63,79,100,7.63,AO,2022-09-24 10:5336
490,Acarigua,9.5545,-69.1956,72.3,91,70,1.86,VE,2022-09-24 10:5337
491,Vieste,41.8825,16.175,68.65,46,99,11.21,IT,2022-09-24 10:5337
492,Voh,-20.9667,164.7,71.87,86,9,3.06,NC,2022-09-24 10:5338
493,Roald,62.5833,6.1333,55.17,76,75,9.22,NO,2022-09-24 10:5338
494,San Patricio,28.017,-97.5169,82.89,79,9,4.7,US,2022-09-24 10:5338
495,Dossor,47.5272,52.9811,80.98,33,76,5.48,KZ,2022-09-24 10:5339
496,Gizo,-8.103,156.8419,82.67,76,21,5.77,SB,2022-09-24 10:5339
497,Atar,20.5169,-13.0499,90.45,44,97,3.85,MR,2022-09-24 10:5340
498,Mayor Pablo Lagerenza,-19.9309,-60.7718,65.14,31,100,4.05,PY,2022-09-24 10:5340
499,Verkhnevilyuysk,63.4453,120.3167,34.74,97,100,6.96,RU,2022-09-24 10:5441
500,Ahuimanu,21.4447,-157.8378,80.31,80,100,10.36,US,2022-09-24 10:5441
501,Eenhana,-17.4667,16.3333,96.98,11,0,7.74,NA,2022-09-24 10:5441
502,Altamira,-3.2033,-52.2064,73.49,94,40,0.0,BR,2022-09-24 10:5442
503,Terme,41.2092,36.9739,63.61,73,99,8.95,TR,2022-09-24 10:5442
504,Touros,-5.1989,-35.4608,80.1,67,77,13.18,BR,2022-09-24 10:5443
505,Antalaha,-14.9003,50.2788,71.35,88,100,9.15,MG,2022-09-24 10:5443
506,Mahanoro,-19.9,48.8,75.79,66,11,8.75,MG,2022-09-24 10:5444
507,Caravelas,-17.7125,-39.2481,71.62,90,100,14.05,BR,2022-09-24 10:5444
508,Sainte-Rose,16.3324,-61.6979,84.18,88,20,3.44,GP,2022-09-24 10:5444
509,Batemans Bay,-35.7167,150.1833,57.25,80,97,2.42,AU,2022-09-24 10:5445
510,Elizabeth City,36.2946,-76.2511,53.62,88,52,5.57,US,2022-09-24 10:5445
511,Boffa,10.1667,-14.0333,84.51,81,100,3.85,GN,2022-09-24 10:5446
512,Destin,30.3935,-86.4958,75.2,80,40,6.91,US,2022-09-24 10:5234
513,Shimoda,34.6667,138.95,75.11,91,78,5.28,JP,2022-09-24 10:5446
514,Sandwick,60.0,-1.25,53.42,71,20,6.91,GB,2022-09-24 10:5447
515,Makat,47.6469,53.3463,82.31,34,71,5.99,KZ,2022-09-24 10:5447
516,Onda,39.9667,-0.25,83.16,43,100,3.62,ES,2022-09-24 10:5448
517,Shimanovsk,52.0,127.7,50.04,76,64,4.5,RU,2022-09-24 10:5448
518,Nisia Floresta,-6.0911,-35.2086,83.21,71,100,9.78,BR,2022-09-24 10:5448
519,Port Hedland,-20.3167,118.5667,80.65,65,0,13.8,AU,2022-09-24 10:5449
520,Lacombe,52.4668,-113.7353,47.62,76,66,4.61,CA,2022-09-24 10:5449
521,Den Helder,52.9599,4.7593,62.98,70,100,20.0,NL,2022-09-24 10:5450
522,Zorgo,12.2489,-0.6158,87.22,58,66,4.85,BF,2022-09-24 10:5450
523,Mezen,65.8522,44.24,45.99,53,83,10.51,RU,2022-09-24 10:5451
524,Itarema,-2.9248,-39.9167,80.35,74,88,13.24,BR,2022-09-24 10:5451
525,Hervey Bay,-25.2986,152.8535,69.15,71,0,8.01,AU,2022-09-24 10:5451
526,Mbandaka,0.0487,18.2603,77.83,80,100,3.58,CD,2022-09-24 10:5452
527,Broome,42.2506,-75.833,42.35,85,95,1.99,US,2022-09-24 10:5358
528,Bogorodskoye,56.55,37.8833,45.45,97,100,10.51,RU,2022-09-24 10:5452
529,San Luis,-33.295,-66.3356,57.18,26,0,9.31,AR,2022-09-24 10:5449
530,Cervo,43.6702,-7.4101,62.8,68,22,9.78,ES,2022-09-24 10:5453
531,Graaff-Reinet,-32.2522,24.5308,67.93,55,100,11.3,ZA,2022-09-24 10:5453
532,Kiruna,67.8557,20.2251,47.32,93,100,6.91,SE,2022-09-24 10:5454
533,Bambanglipuro,-7.95,110.2833,78.49,86,62,10.74,ID,2022-09-24 10:5454
534,Vostok,46.4856,135.8833,46.9,98,100,11.61,RU,2022-09-24 10:5455
535,Khargapur,24.823,79.144,80.29,81,98,9.13,IN,2022-09-24 10:5455
536,Puerto Suarez,-18.95,-57.8,68.4,28,73,2.86,BO,2022-09-24 10:5455
537,Diamantino,-14.4086,-56.4461,76.48,59,92,3.58,BR,2022-09-24 10:5456
538,Huarmey,-10.0681,-78.1522,60.58,88,100,9.22,PE,2022-09-24 10:5456
539,Vila Franca Do Campo,37.7167,-25.4333,76.19,85,100,13.6,PT,2022-09-24 10:5457
540,Kahului,20.8947,-156.47,79.84,81,100,4.0,US,2022-09-24 10:5457
541,Chenzhou,25.8,113.0333,76.51,52,0,2.95,CN,2022-09-24 10:5457
542,Placerville,38.7296,-120.7986,68.95,52,0,6.91,US,2022-09-24 10:5458
543,Hovd,48.0056,91.6419,64.44,24,6,4.45,MN,2022-09-24 10:5014
544,Baikunthpur,23.25,82.55,80.74,76,100,6.96,IN,2022-09-24 10:5459
545,Waitati,-45.75,170.5667,48.79,84,84,2.26,NZ,2022-09-24 10:5459
546,Aix-En-Provence,43.5283,5.4497,69.24,83,100,9.1,FR,2022-09-24 10:5354
547,Byron Bay,-28.65,153.6167,67.96,69,3,10.13,AU,2022-09-24 10:5330
548,Bichena,10.45,38.2,65.16,61,22,4.7,ET,2022-09-24 10:5600
549,San Carlos,9.6612,-68.5827,73.45,87,60,1.77,VE,2022-09-24 10:5133
550,Yuanping,38.7153,112.7575,58.57,41,65,3.44,CN,2022-09-24 10:5601
551,Basco,20.4487,121.9702,81.84,80,85,21.5,PH,2022-09-24 10:5601
552,Zavitinsk,50.1167,129.45,49.26,90,48,3.96,RU,2022-09-24 10:5601
553,Hastings,50.8552,0.5729,62.33,69,100,19.37,GB,2022-09-24 10:5122
554,Bolobo,-2.1667,16.2333,80.78,75,96,6.44,CD,2022-09-24 10:5602
555,Kalmunai,7.4167,81.8167,85.17,66,53,14.92,LK,2022-09-24 10:5602
556,Peniche,39.3558,-9.3811,71.29,75,100,25.05,PT,2022-09-24 10:5603
557,Puerto Ayacucho,5.6639,-67.6236,73.78,91,92,3.47,VE,2022-09-24 10:5603
