City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
346,Seinajoki,FI,62.7945,22.8282,40.23,99,75,3.44,light intensity shower rain
347,Lagoa,PT,39.05,-27.9833,67.5,65,6,5.46,clear sky
348,Hermosillo,MX,29.0667,-110.9667,94.91,48,75,20.71,moderate rain
349,Ndende,GA,-2.4008,11.3581,73.54,93,82,1.81,light rain
350,Moradabad,IN,28.8333,78.7833,73.54,81,0,3.15,clear sky
351,Maragogi,BR,-9.0122,-35.2225,75.09,76,79,7.96,broken clouds
352,Finnsnes,NO,69.2296,17.9811,47.01,86,8,4.18,clear sky
353,Pevek,RU,69.7008,170.3133,28.81,58,0,3.47,clear sky
354,Stromness,GB,58.965,-3.296,53.87,90,97,15.01,overcast clouds
355,Bonthe,SL,7.5264,-12.505,73.85,94,100,1.61,light rain
356,Lompoc,US,34.6391,-120.4579,83.01,73,17,5.99,few clouds
357,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,39,13.96,light rain
358,Jalu,LY,29.0331,21.5482,87.89,17,0,11.1,clear sky
359,Dingle,PH,10.9995,122.6711,76.37,91,100,3.74,overcast clouds
360,Myitkyina,MM,25.3833,97.4,74.25,83,8,2.17,clear sky
361,Riyadh,SA,24.6877,46.7219,78.94,16,0,3.94,clear sky
362,Igarka,RU,67.4667,86.5833,27.52,96,86,9.4,overcast clouds
363,Denpasar,ID,-8.65,115.2167,78.46,94,40,4.61,scattered clouds
364,Riachao Das Neves,BR,-11.7461,-44.91,83.07,26,6,2.13,clear sky
365,Zalantun,CN,48.0,122.7167,45.93,65,99,14.7,light rain
366,Souillac,MU,-20.5167,57.5167,68.38,88,75,8.05,broken clouds
367,Waitati,NZ,-45.75,170.5667,45.81,66,26,6.11,scattered clouds
368,Hearst,CA,49.6835,-83.6665,59.25,62,98,9.93,overcast clouds
369,Xining,CN,36.6167,101.7667,52.57,53,100,1.92,overcast clouds
370,Toora-Khem,RU,52.4675,96.11,28.8,93,100,7.43,light snow
371,Malangwa,NP,26.8568,85.5581,77.45,78,7,4.68,clear sky
372,Zilair,RU,52.2332,57.4392,33.49,98,100,12.3,snow
373,Champerico,GT,14.3,-91.9167,84.74,78,52,7.96,broken clouds
374,Beringovskiy,RU,63.05,179.3167,37.02,53,46,6.82,scattered clouds
375,Saint-Georges,GD,12.0564,-61.7485,82.08,78,40,2.3,scattered clouds
376,Dubovka,RU,49.0583,44.829,61.75,75,16,6.04,few clouds
377,Vila Velha,BR,-20.3297,-40.2925,71.55,93,100,8.05,overcast clouds
378,Sur,OM,22.5667,59.5289,79.54,76,2,11.61,clear sky
379,Dauphin,CA,51.1494,-100.0502,75.34,41,0,9.22,clear sky
380,Saint-Pierre,RE,-21.3393,55.4781,69.48,78,75,12.66,broken clouds
381,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,78,100,3.49,overcast clouds
382,Kenai,US,60.5544,-151.2583,52.03,92,100,11.5,light rain
383,Berdychiv,UA,49.8993,28.6024,55.29,90,96,5.08,overcast clouds
384,Gizycko,PL,54.0381,21.7644,48.29,78,92,6.49,overcast clouds
385,Tarko-Sale,RU,64.9225,77.785,27.3,86,35,7.7,scattered clouds
386,Bexbach,DE,49.3461,7.2553,44.42,96,20,3.44,few clouds
387,Beldanga,IN,23.9333,88.25,79.32,81,42,4.45,scattered clouds
388,Rawson,AR,-43.3002,-65.1023,68.63,41,1,19.46,clear sky
389,Lata,PT,40.1629,-8.3327,61.81,94,27,3.96,scattered clouds
390,Puerto Colombia,CO,10.9878,-74.9547,84.29,76,100,7.2,overcast clouds
391,Ahome,MX,25.9167,-109.1833,93.15,48,0,11.77,clear sky
392,Tokmak,UA,47.2514,35.7058,62.1,77,100,7.78,overcast clouds
393,Vestmannaeyjar,IS,63.4427,-20.2734,48.81,92,100,17.27,light rain
394,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.27,76,78,7.92,broken clouds
395,Limon,CR,10.0,-83.0333,84.09,79,40,3.44,scattered clouds
396,Algiers,DZ,36.7525,3.042,60.62,72,20,2.3,few clouds
397,Mana,GF,5.6592,-53.7767,80.15,86,32,12.06,scattered clouds
398,Palmer,US,42.1584,-72.3287,62.15,65,40,11.5,scattered clouds
399,Synya,RU,65.3718,58.0387,25.23,80,13,4.34,few clouds
400,Nelson Bay,AU,-32.7167,152.15,64.11,85,96,15.99,light rain
401,Bonfim,BR,3.0833,-59.95,79.75,73,100,5.48,overcast clouds
402,Mokobeng,BW,-22.9965,27.6678,64.51,53,4,4.54,clear sky
403,Catia La Mar,VE,10.6038,-67.0303,82.99,78,100,5.75,overcast clouds
404,Havelock,US,34.8791,-76.9013,67.98,82,100,5.99,overcast clouds
405,Vila,PT,42.0304,-8.1588,46.71,86,14,4.0,few clouds
406,Portland,US,45.5234,-122.6762,70.99,78,75,9.22,broken clouds
407,Muramvya,BI,-3.2682,29.6079,60.42,67,86,0.49,overcast clouds
408,Avera,US,33.194,-82.5271,68.05,47,100,18.86,overcast clouds
409,Klaksvik,FO,62.2266,-6.589,49.12,93,100,34.65,moderate rain
410,Basco,PH,20.4487,121.9702,83.89,73,69,16.2,broken clouds
411,Aleksandrov Gay,RU,50.147,48.5704,60.51,86,6,6.29,clear sky
412,Boulsa,BF,12.6675,-0.5758,80.35,69,4,8.01,clear sky
413,Potam,MX,27.6,-110.3833,92.82,42,3,11.23,clear sky
414,Suzun,RU,53.7841,82.3116,29.01,93,100,9.95,light snow
415,Churapcha,RU,62.0025,132.4325,26.28,68,35,8.7,scattered clouds
416,Bangassou,CF,4.7413,22.8184,67.5,98,6,1.57,clear sky
417,Tateyama,JP,34.9833,139.8667,71.1,71,100,10.4,overcast clouds
418,Vilkija,LT,55.05,23.5833,44.62,92,51,7.09,broken clouds
419,Jatai,BR,-17.8814,-51.7144,72.14,68,95,9.71,overcast clouds
420,Ahipara,NZ,-35.1667,173.1667,62.29,96,100,6.06,light rain
421,Hovd,MN,48.0056,91.6419,40.33,44,53,8.41,broken clouds
422,Waipawa,NZ,-41.4122,175.5153,43.81,90,100,11.86,light rain
423,Zhangye,CN,38.9342,100.4517,58.62,33,81,5.06,broken clouds
424,Rota,ES,36.6224,-6.3586,68.13,77,20,10.36,few clouds
425,Adrar,MR,20.5022,-10.0711,90.1,24,5,14.12,clear sky
426,Pontes E Lacerda,BR,-15.2261,-59.3353,67.5,90,100,2.42,moderate rain
427,Honiara,SB,-9.4333,159.95,85.8,63,1,3.11,clear sky
428,Egvekinot,RU,66.3167,-179.1667,26.67,66,10,2.1,clear sky
429,Bambous Virieux,MU,-20.3428,57.7575,68.25,88,75,8.05,light rain
430,Mosquera,CO,4.7059,-74.2302,60.89,77,75,4.61,broken clouds
431,Muisne,EC,0.6,-80.0333,74.17,82,85,9.64,overcast clouds
432,Alofi,NU,-19.0595,-169.9187,78.69,100,40,20.71,scattered clouds
433,Zhezkazgan,KZ,47.8043,67.7144,34.03,34,55,13.62,broken clouds
434,Chara,RU,56.9064,118.2631,25.43,84,98,2.57,overcast clouds
435,Dhana,IN,23.75,78.85,72.7,73,1,2.53,clear sky
436,Lichtenburg,ZA,-26.152,26.1597,60.44,44,0,9.86,clear sky
437,Pendleton,US,45.6721,-118.7886,74.8,52,75,20.71,broken clouds
438,Agnibilekrou,CI,7.1344,-3.2047,71.19,97,87,2.3,overcast clouds
439,Cam Ranh,VN,11.9214,109.1591,78.76,83,40,14.97,scattered clouds
440,Phan Thiet,VN,10.9333,108.1,76.71,88,100,4.65,overcast clouds
441,Inuvik,CA,68.3499,-133.7218,38.26,84,75,8.05,broken clouds
442,Novikovo,RU,51.1537,37.8879,54.36,86,92,5.41,overcast clouds
443,Qitaihe,CN,45.8,130.85,61.02,79,25,4.05,scattered clouds
444,West Memphis,US,35.1465,-90.1845,74.35,33,0,16.11,clear sky
445,Charters Towers,AU,-20.1,146.2667,72.23,44,2,6.98,clear sky
446,Phuket,TH,8.0,98.25,86.13,84,40,11.5,light rain
447,Itoman,JP,26.1247,127.6694,80.62,78,20,3.44,few clouds
448,Kosh-Agach,RU,50.0,88.6667,16.81,67,97,5.17,overcast clouds
449,Anloga,GH,5.7947,0.8973,77.34,86,18,10.07,few clouds
450,Arkul,RU,57.2808,50.044,39.65,98,100,8.01,overcast clouds
451,Realeza,BR,-25.7689,-53.5325,60.93,97,100,2.51,light rain
452,Manicore,BR,-5.8092,-61.3003,85.95,62,0,3.44,clear sky
453,Hellvik,NO,59.9156,5.781,51.01,84,24,1.99,few clouds
454,Guilin,CN,25.2819,110.2864,77.11,66,100,2.57,overcast clouds
455,Pyaozerskiy,RU,65.8333,31.1667,35.83,99,99,7.87,light rain
456,Owando,CG,-0.4819,15.8999,70.34,94,33,1.34,light rain
457,Kamiiso,JP,41.8167,140.65,62.98,88,40,4.61,scattered clouds
458,Rafai,CF,4.95,23.9167,66.81,97,10,1.14,clear sky
459,Tiznit,MA,29.5833,-9.5,62.82,79,57,6.04,broken clouds
460,Alice Springs,AU,-23.7,133.8833,63.95,32,88,10.36,overcast clouds
461,Iracoubo,GF,5.4802,-53.2011,80.17,82,51,11.74,broken clouds
462,Kati,ML,12.7441,-8.0726,76.41,74,100,4.09,overcast clouds
463,Tshela,CD,-4.9833,12.9333,72.19,91,8,1.54,clear sky
464,Kindu,CD,-2.95,25.95,67.78,99,86,3.36,overcast clouds
465,Shache,CN,38.4167,77.2406,67.19,18,3,4.29,clear sky
466,Pelham,US,33.2857,-86.81,74.21,37,0,10.36,clear sky
467,Pereslavl-Zalesskiy,RU,56.7393,38.8563,46.08,95,71,6.91,broken clouds
468,Grand Gaube,MU,-20.0064,57.6608,68.4,79,15,1.99,few clouds
469,Mizdah,LY,31.4451,12.9801,74.44,55,3,9.19,clear sky
470,Saint-Leu,RE,-21.15,55.2833,68.86,77,3,9.13,clear sky
471,Anori,BR,-3.7728,-61.6442,89.33,37,88,2.04,overcast clouds
472,Buala,SB,-8.145,159.5921,84.43,69,15,8.95,few clouds
473,Korfovskiy,RU,48.2183,135.0564,51.26,85,67,6.69,broken clouds
474,Morwa,IN,22.9,73.8333,75.18,81,7,1.77,clear sky
475,Wangaratta,AU,-36.3667,146.3333,58.46,65,48,3.89,scattered clouds
476,Gazli,UZ,40.1333,63.45,62.69,28,65,15.3,broken clouds
477,Ust-Uda,RU,54.1742,103.0304,39.6,88,100,1.81,overcast clouds
478,Macapa,BR,0.0389,-51.0664,85.98,74,40,8.05,scattered clouds
479,Ayorou,NE,14.7308,0.9174,90.36,39,8,12.8,clear sky
480,Tocopilla,CL,-22.092,-70.1979,59.92,75,20,8.9,few clouds
481,Road Town,VG,18.4167,-64.6167,78.84,94,20,6.91,heavy intensity rain
482,Hamilton,US,39.1834,-84.5333,66.43,58,0,12.66,clear sky
483,Conakry,GN,9.538,-13.6773,78.87,89,75,6.91,broken clouds
484,Mujiayingzi,CN,42.1167,118.7833,63.27,52,14,7.78,few clouds
485,Eureka,US,40.8021,-124.1637,76.68,75,1,10.0,clear sky
486,Qaqortoq,GL,60.7167,-46.0333,41.67,87,72,6.17,broken clouds
487,Sovetskoye,RU,52.2861,85.4131,26.87,84,97,9.31,overcast clouds
488,Uruzgan,AF,32.8333,66.0,61.72,17,0,2.33,clear sky
489,Bergama,TR,39.1207,27.1805,68.58,81,0,1.32,clear sky
490,Sogne,NO,58.0833,7.8167,48.69,83,25,3.0,scattered clouds
491,Kambove,CD,-10.8764,26.5969,69.91,41,70,2.19,broken clouds
492,Storforshei,NO,66.4043,14.5233,46.18,65,75,5.75,broken clouds
493,Nome,US,64.5011,-165.4064,44.67,70,100,9.22,overcast clouds
494,Tanabe,JP,33.7333,135.3667,72.5,72,0,2.93,clear sky
495,Coffs Harbour,AU,-30.3,153.1333,68.13,60,75,26.46,broken clouds
496,Ati,TD,13.2154,18.3353,81.39,58,3,2.33,clear sky
497,Takoradi,GH,4.8845,-1.7554,74.88,90,5,5.59,clear sky
498,Venado Tuerto,AR,-33.7456,-61.9688,61.77,27,95,11.23,overcast clouds
499,Sechura,PE,-5.5569,-80.8222,68.86,67,10,17.92,clear sky
500,Turukhansk,RU,65.8167,87.9833,22.57,97,90,6.58,overcast clouds
501,Kinsale,IE,51.7075,-8.5306,50.23,87,40,4.61,scattered clouds
502,Bungu,TZ,-7.6337,39.0582,68.79,89,100,3.04,overcast clouds
503,Nouadhibou,MR,20.931,-17.0347,76.98,69,44,17.27,scattered clouds
504,Ugoofaaru,MV,5.6667,73.0,80.15,78,93,11.3,moderate rain
505,Ndele,CF,8.4109,20.6473,69.58,96,94,1.05,overcast clouds
506,Dharchula,IN,29.85,80.5333,62.85,73,2,6.44,clear sky
507,Fort Nelson,CA,58.8053,-122.7002,60.39,51,20,4.61,few clouds
508,Ojinaga,MX,29.5667,-104.4167,85.15,26,0,8.05,clear sky
509,Hambantota,LK,6.1241,81.1185,79.18,81,99,18.16,overcast clouds
510,Tondano,ID,1.3038,124.9112,71.69,85,99,2.8,overcast clouds
511,Safaga,EG,26.7292,33.9365,88.12,42,0,11.18,clear sky
512,Kununurra,AU,-15.7667,128.7333,80.58,78,40,5.75,scattered clouds
513,Groningen,NL,53.25,6.75,49.03,92,83,2.3,fog
514,Belozerskoye,RU,55.8214,65.5842,24.37,81,5,1.5,clear sky
515,Elk City,US,35.412,-99.4043,84.42,28,0,11.5,clear sky
516,Batagay-Alyta,RU,67.8006,130.4114,21.29,93,100,2.8,overcast clouds
517,Gewane,ET,10.1664,40.6453,81.54,46,45,0.63,light rain
518,Trapani,IT,37.8333,12.6667,72.23,78,0,17.27,clear sky
519,Morros,BR,-9.4467,-46.3003,85.68,24,5,2.39,clear sky
520,Palmares Do Sul,BR,-30.2578,-50.5097,59.63,66,100,12.57,overcast clouds
521,Korla,CN,41.7597,86.1469,63.37,26,32,15.82,scattered clouds
522,Tanem,NO,63.3078,10.4319,45.01,93,98,3.62,light rain
523,Prince Rupert,CA,54.3161,-130.3201,62.69,81,0,10.36,clear sky
524,Sesvete,HR,45.8311,16.1164,58.68,90,100,2.3,heavy intensity rain
525,Nalut,LY,30.3333,10.85,80.11,25,5,11.43,clear sky
526,Stonewall,CA,50.1344,-97.3268,69.78,34,0,5.23,clear sky
527,Faya,SA,18.3851,42.4509,63.12,23,9,5.64,clear sky
528,Chegdomyn,RU,51.1167,133.0167,39.9,92,100,2.64,overcast clouds
529,Malaya Serdoba,RU,52.4661,44.9512,51.62,90,99,4.94,overcast clouds
530,Haapiti,PF,-17.5667,-149.8667,83.93,72,5,16.33,clear sky
531,Port-Cartier,CA,50.0334,-66.8654,52.02,54,34,5.48,scattered clouds
532,Alpatovo,RU,43.7028,45.2415,67.46,57,40,2.46,scattered clouds
533,Coos Bay,US,43.3665,-124.2179,68.99,88,40,8.05,scattered clouds
534,Sozimskiy,RU,59.7418,52.2482,33.31,81,100,9.35,overcast clouds
535,Springfield,US,37.2153,-93.2982,71.46,36,0,8.05,clear sky
536,Maniitsoq,GL,65.4167,-52.9,36.37,99,100,15.66,light rain
537,Trzebnica,PL,51.3108,17.0633,49.28,75,87,2.35,overcast clouds
538,Port Blair,IN,11.6667,92.75,77.04,88,75,1.14,heavy intensity rain
539,Micheweni,TZ,-4.9667,39.8333,74.39,79,34,10.45,scattered clouds
540,Wilmington,US,34.2257,-77.9447,65.95,83,100,17.27,light rain
541,Virginia Beach,US,36.8529,-75.978,67.01,76,100,26.46,overcast clouds
542,Puerto Escondido,MX,15.85,-97.0667,82.53,80,34,5.48,scattered clouds
543,Nishihara,JP,26.1842,127.7558,79.88,79,20,5.75,few clouds
544,Mezen,RU,65.8522,44.24,31.62,68,93,9.28,overcast clouds
545,La Union,PE,-5.4,-80.75,73.08,55,4,19.19,clear sky
546,Margate,GB,51.3813,1.3862,49.3,69,17,5.55,few clouds
547,Ayr,GB,55.4627,-4.6339,54.32,93,0,5.75,clear sky
548,Qarqin,AF,37.4185,66.0436,72.59,24,13,4.07,few clouds
549,Elizabeth City,US,36.2946,-76.2511,68.02,75,40,26.46,scattered clouds
550,Palasa,IN,18.7667,84.4167,78.33,85,100,3.65,overcast clouds
551,Nueva Loja,EC,0.0847,-76.8828,89.62,51,20,3.44,few clouds
552,Loiza,PR,18.4313,-65.8802,81.63,83,75,9.22,broken clouds
553,Bridlington,GB,54.0831,-0.1919,49.89,77,3,3.51,clear sky
554,Nechi,CO,8.0942,-74.7757,77.23,93,81,2.01,broken clouds
555,Vanavara,RU,60.34,102.2797,23.88,82,34,4.74,scattered clouds
556,Taoudenni,ML,22.6783,-3.9836,91.26,15,0,10.45,clear sky
557,Barcelona,ES,41.3888,2.159,63.91,79,20,10.36,few clouds
558,Lapua,FI,62.9693,23.0088,40.33,95,100,4.56,light rain
559,Acapulco,MX,16.8634,-99.8901,84.02,74,41,6.82,scattered clouds
560,Anisoc,GQ,1.8658,10.7689,69.58,99,100,1.19,overcast clouds
561,Benghazi,LY,32.1167,20.0667,81.32,65,88,10.38,overcast clouds
562,Odweyne,SO,9.4092,45.064,70.97,68,80,7.87,broken clouds
563,Gazanjyk,TM,39.2446,55.5154,70.3,57,11,6.58,few clouds
564,Hue,VN,16.4667,107.6,78.91,89,40,2.3,scattered clouds
565,Dolores,AR,-36.3132,-57.6792,47.93,62,100,7.14,overcast clouds
566,Rodrigues Alves,BR,-7.738,-72.6509,79.0,96,100,2.21,moderate rain
567,Urucara,BR,-2.5364,-57.76,88.25,30,80,3.94,broken clouds
568,Lasa,IT,46.6166,10.7002,50.88,95,100,3.31,overcast clouds
569,Harper,LR,4.375,-7.7169,75.96,86,53,5.1,broken clouds
570,Yarmouth,US,41.7057,-70.2286,59.97,79,0,3.44,clear sky
571,Yaan,NG,7.3833,8.5667,72.63,92,21,5.19,few clouds
572,Youghal,IE,51.95,-7.8506,50.09,80,99,5.3,overcast clouds
573,Mandalgovi,MN,45.7625,106.2708,40.6,77,50,3.78,scattered clouds
574,Yarkovo,RU,57.4028,67.0786,23.94,90,21,3.91,few clouds
575,Natchitoches,US,31.7668,-93.1335,77.85,31,0,11.5,clear sky
576,Beloha,MG,-25.1667,45.05,65.08,70,0,6.78,clear sky
577,Pacific Grove,US,36.6177,-121.9166,80.55,79,0,9.22,clear sky
578,Port Hardy,CA,50.6996,-127.4199,57.2,94,75,4.61,fog
579,Alvdal,NO,62.1077,10.6307,44.01,81,100,3.15,overcast clouds
580,Ukiah,US,39.1502,-123.2078,88.43,36,0,4.0,clear sky
581,Antofagasta,CL,-23.65,-70.4,58.28,83,36,6.93,scattered clouds
582,Tukrah,LY,32.5341,20.5791,80.55,63,93,7.31,overcast clouds
583,Sept-Iles,CA,50.2001,-66.3821,52.32,60,40,8.05,scattered clouds
584,Ios,GR,36.7333,25.2833,75.11,78,0,5.01,clear sky
585,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,20.71,moderate rain
586,Broome,US,42.2506,-75.833,54.28,80,1,4.43,clear sky
587,Santo Antonio Do Ica,BR,-3.1022,-67.9397,79.38,73,77,2.86,broken clouds
588,Kita,ML,13.0349,-9.4895,75.4,81,99,2.46,light rain
589,Tezu,IN,27.9167,96.1667,74.89,72,50,2.73,scattered clouds
590,Katsuura,JP,35.1333,140.3,70.11,78,99,9.1,overcast clouds
591,Galle,LK,6.0367,80.217,79.23,83,98,12.3,overcast clouds
592,Nanakuli,US,21.3906,-158.1547,86.11,51,100,6.91,overcast clouds
593,Kargasok,RU,59.0556,80.8572,27.16,93,62,11.1,broken clouds
594,Saint-Augustin,CA,51.226,-58.6502,48.79,84,100,9.69,overcast clouds
595,Christchurch,NZ,-43.5333,172.6333,46.9,73,100,8.05,light rain
596,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,91.2,58,20,2.3,few clouds
597,Romodanovo,RU,54.4275,45.3296,53.85,89,99,3.44,overcast clouds
598,Pizarro,CO,4.9533,-77.366,77.49,88,86,6.93,light rain
599,Sisimiut,GL,66.9395,-53.6735,36.45,98,100,10.71,light rain
600,Juneau,US,58.3019,-134.4197,57.22,95,100,24.16,heavy intensity rain
601,Krasnaya Gora,RU,52.9995,31.6023,52.48,80,96,9.73,overcast clouds
602,Mae Sai,TH,20.4335,99.8762,72.01,93,98,3.06,overcast clouds
603,Carmen,MX,18.6333,-91.8333,80.65,70,36,17.45,scattered clouds
604,Xinxiang,CN,35.3089,113.8672,69.28,62,85,3.62,overcast clouds
605,Shitanjing,CN,39.2342,106.3439,62.17,45,26,6.04,scattered clouds
606,Islamkot,PK,24.6997,70.177,79.81,65,53,10.04,broken clouds
607,Talwara,IN,31.9486,75.8667,73.27,82,0,3.91,clear sky
608,Okato,NZ,-39.2,173.8833,58.68,94,100,6.06,overcast clouds
609,Tuburan,PH,6.6439,122.2736,77.09,74,96,4.12,moderate rain
610,Atar,MR,20.5169,-13.0499,90.39,28,14,11.74,few clouds
611,Tucuman,AR,-26.8241,-65.2226,62.6,67,20,4.61,few clouds
612,Ekibastuz,KZ,51.6667,75.3667,26.62,73,9,7.45,clear sky
613,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,24,0,18.41,clear sky
614,Saint Andrews,US,34.0454,-81.1293,67.59,54,100,16.11,overcast clouds
615,Guarapari,BR,-20.6667,-40.4975,70.9,94,99,10.42,overcast clouds
616,Biharamulo,TZ,-2.6319,31.3089,63.61,67,5,2.04,clear sky
617,Kavaratti,IN,10.5669,72.642,80.85,74,95,12.39,overcast clouds
618,Seoul,KR,37.5683,126.9778,60.24,97,100,2.3,fog
619,Khuzhir,RU,53.1939,107.3397,45.54,75,64,16.51,broken clouds
620,Lorengau,PG,-2.0226,147.2712,81.86,80,99,10.51,overcast clouds
621,Babylon,US,40.6957,-73.3257,64.42,63,0,5.75,clear sky
622,Balsa,RO,46.0333,23.1167,51.64,90,4,2.68,clear sky
623,Paysandu,UY,-32.3214,-58.0756,56.88,77,44,8.81,scattered clouds
624,Puteyets,RU,65.1716,57.091,27.43,73,8,6.98,clear sky
625,Ahuimanu,US,21.4447,-157.8378,85.86,62,40,7.0,scattered clouds
626,Alto Araguaia,BR,-17.3147,-53.2153,77.45,56,99,6.42,overcast clouds
627,Makakilo City,US,21.3469,-158.0858,84.69,57,100,6.91,overcast clouds
628,San Juan,AR,-31.5375,-68.5364,66.13,36,43,4.68,scattered clouds
629,Emerald,AU,-23.5333,148.1667,69.35,43,0,13.18,clear sky
630,Aktanysh,RU,55.7216,54.0829,40.28,89,100,11.16,overcast clouds
631,Severo-Kurilsk,RU,50.6789,156.125,48.45,76,62,27.78,broken clouds
632,Tessalit,ML,20.1986,1.0114,93.18,16,87,4.41,overcast clouds
633,Unjha,IN,23.8,72.4,77.52,71,34,6.22,scattered clouds
634,Caninde,BR,-4.3589,-39.3117,78.71,59,62,3.29,broken clouds
635,Tweed,CA,44.4751,-77.3162,54.59,47,0,2.04,clear sky
636,Rosarito,MX,32.3333,-117.0333,82.42,68,12,5.75,few clouds
637,Vung Tau,VN,10.346,107.0843,79.52,83,98,7.07,light rain
638,Kaili,ID,-3.4626,120.2147,71.92,77,81,2.68,broken clouds
639,Kuloy,RU,61.0305,42.4925,35.69,98,100,6.58,overcast clouds
640,Kabelvag,NO,68.2114,14.4817,44.62,75,48,5.82,scattered clouds
641,Ambovombe,MG,-25.1667,46.0833,65.46,64,0,5.3,clear sky
642,Conceicao Da Barra,BR,-18.5933,-39.7322,73.27,84,74,11.83,broken clouds
643,Maldonado,UY,-34.6667,-54.9167,53.22,87,100,6.89,overcast clouds
644,Liusha,CN,27.2098,108.59,66.07,81,37,0.56,scattered clouds
645,Palmas Bellas,PA,9.2319,-80.0867,81.34,80,49,0.18,scattered clouds
646,Sikar,IN,27.6167,75.15,77.5,55,2,5.28,clear sky
647,Saint-Remi,CA,45.2668,-73.6159,55.27,67,5,3.44,clear sky
648,Den Helder,NL,52.9599,4.7593,52.99,95,100,2.3,overcast clouds
649,Penzance,GB,50.1186,-5.5371,52.48,84,37,6.46,scattered clouds
650,Borogontsy,RU,62.6683,131.1683,25.83,84,88,7.4,overcast clouds
651,Broken Hill,AU,-31.95,141.4333,56.79,55,13,10.02,few clouds
652,Beni Mazar,EG,28.4962,30.8029,86.14,29,0,15.14,clear sky
653,Erkrath,DE,51.2167,6.9,49.62,86,0,2.3,clear sky
654,Dzaoudzi,YT,-12.7887,45.2699,71.49,88,0,0.0,clear sky
655,Bozeman,US,45.6796,-111.0386,74.17,34,20,20.71,few clouds
656,Kokstad,ZA,-30.5472,29.4241,58.8,92,65,3.87,light rain
657,Araouane,ML,18.9048,-3.5265,97.16,16,11,8.5,few clouds
658,Ploemeur,FR,47.7333,-3.4333,53.82,88,0,5.75,clear sky
659,Kurush,RU,41.2841,47.8345,42.93,59,5,0.49,clear sky
660,Bac Lieu,VN,9.285,105.7244,78.03,87,98,8.97,overcast clouds
661,Grimshaw,CA,56.1834,-117.6027,51.42,87,75,9.22,broken clouds
662,Mahanoro,MG,-19.9,48.8,61.84,85,2,4.5,clear sky
663,Kabinda,CD,-6.1333,24.4833,65.25,96,93,2.53,light rain
664,Kupang,ID,-10.1667,123.5833,80.8,74,33,2.84,scattered clouds
665,Cabedelo,BR,-6.9811,-34.8339,79.47,78,59,13.15,broken clouds
666,Sakakah,SA,29.9697,40.2064,80.17,34,0,8.43,clear sky
667,Bhim Tal,IN,29.35,79.5667,58.1,81,0,4.09,clear sky
668,Costa Rica,BR,-23.4167,-54.65,63.54,95,100,4.0,overcast clouds
669,Naantali,FI,60.4674,22.0243,45.07,100,100,4.61,overcast clouds
670,Naron,ES,43.5167,-8.1528,58.66,87,9,4.94,clear sky
671,Nosy Varika,MG,-20.5833,48.5333,61.48,87,5,4.59,clear sky
672,Sokolow Podlaski,PL,52.4068,22.2531,47.5,65,91,4.7,overcast clouds
673,Bud,US,39.447,-86.1758,66.85,60,0,6.51,clear sky
674,Durango,MX,24.8333,-104.8333,69.89,48,18,12.73,few clouds
675,Uchiza,PE,-8.4592,-76.4633,77.97,72,27,1.28,scattered clouds
676,Vardo,NO,70.3705,31.1107,44.58,70,12,6.91,few clouds
677,Ban Nahin,LA,18.2418,104.2122,74.19,99,100,2.64,overcast clouds
678,Rio Gallegos,AR,-51.6226,-69.2181,51.85,76,40,8.05,scattered clouds
679,Lac Du Bonnet,CA,50.2536,-96.0612,68.02,44,0,4.05,clear sky
680,Springbok,ZA,-29.6643,17.8865,48.61,64,24,3.94,few clouds
681,Mao,ES,39.8885,4.2658,66.76,72,20,3.44,few clouds
682,Yeppoon,AU,-23.1333,150.7333,67.78,41,0,7.7,clear sky
683,Show Low,US,34.2542,-110.0298,75.49,23,0,9.22,clear sky
684,Manta,EC,-0.95,-80.7333,74.98,69,40,11.5,scattered clouds
685,Tabas,IR,33.5959,56.9244,79.23,12,0,3.89,clear sky
686,Arlit,NE,18.7369,7.3853,93.07,24,7,12.77,clear sky
687,Sulangan,PH,11.1373,123.7228,80.83,73,100,5.41,moderate rain
688,Hami,CN,42.8,93.45,64.78,34,100,3.09,overcast clouds
689,Guerrero Negro,MX,27.9769,-114.0611,79.83,60,0,13.4,clear sky
690,Minna,NG,9.6139,6.5569,73.11,88,20,3.44,thunderstorm
691,Bealanana,MG,-14.55,48.7333,48.97,97,11,3.65,few clouds
692,Sumbe,AO,-11.2061,13.8437,73.36,87,82,5.23,broken clouds
693,Mama,RU,58.3106,112.8986,28.04,92,57,2.39,broken clouds
694,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,81,100,20.71,overcast clouds
695,Dwarka,IN,22.2394,68.9678,79.57,71,29,7.23,scattered clouds
696,Nagato,JP,34.3833,131.2,71.35,77,0,1.28,clear sky
697,Rapid Valley,US,44.0625,-103.1463,89.6,22,71,10.0,broken clouds
